titulo,ubicacion,distrito,zona,precio,precio_m2,precio_categoria,tipo_inmueble,tipo_operacion,dormitorios,banos,area,tamano_categoria,antiguedad,anio_construccion,mantenimiento,publicador,fecha_publicacion,url
Apartamento en alquiler en Surquillo,"Surquillo, Urb Cercado de Miraflores, Provincia de Lima, Provincia de Lima ",Urb Cercado de Miraflores,Otro,1357.0,12.923809523809524,Alto,Apartamento,Alquiler,3,4,105.0,Grande,8.0,2018,S/.380,IMPERIAL INN MIRAFLORES S.A.C.,9 oct. 2022 - Publicado por IMPERIAL INN MIRAFLORES S.A.C.,https://www.properati.com.pe/detalle/14032-32-4840-f3e580f8b69c-884bb670-9398-120d
Apartamento en alquiler en Chacarilla-Santa Cruz,"Chacarilla-Santa Cruz, Urb Santa Cruz, Provincia de Lima, Provincia de Lima ",Urb Santa Cruz,Otro,2300.0,2300.0,Lujo,Apartamento,Alquiler,3,2,1.0,Pequeño,,160 m²,,Luz Ortiz Hernandez,18 oct. 2022 - Publicado por Luz Ortiz Hernandez,https://www.properati.com.pe/detalle/14032-32-4c57-203731e6154c-2c4ca77f-bd50-3ca8
Apartamento en alquiler en Ur. Armendariz,"Ur. Armendariz, Miraflores, Lima, Lima ",Miraflores,Centro,1800.0,1800.0,Alto,Apartamento,Alquiler,3,2,1.0,Pequeño,,190 m²,,Luz Ortiz Hernandez,23 ene. 2023 - Publicado por Luz Ortiz Hernandez,https://www.properati.com.pe/detalle/14032-32-4f91-26ebd105db02-60e51b22-96b9-3dcf
Apartamento en alquiler en Urb San Borja,"Urb San Borja, Provincia de Lima, Provincia de Lima ",Provincia de Lima,Otro,1200.0,18.75,Alto,Apartamento,Alquiler,3,1,64.0,Mediano,,,,GRUPO INKA & ASOCIADOS SRL,3 set. 2022 - Publicado por GRUPO INKA & ASOCIADOS SRL,https://www.properati.com.pe/detalle/14032-32-2a5-79bd0eef8c81-726d276e-827d-37bd
Apartamento en alquiler en San Isidro,"San Isidro, Lima, Lima ",Lima,Otro,2000.0,10.0,Lujo,Apartamento,Alquiler,3,3,200.0,Muy Grande,26.0,2000,S/.645,WILLKA INMOBILIARIA SAC,26 ene. 2023 - Publicado por WILLKA INMOBILIARIA SAC,https://www.properati.com.pe/detalle/14032-32-e9a3-8fe88f748431-f91c00c4-80d4-4985
Apartamento en alquiler en Miraflores,"Miraflores, Lima, Lima ",Lima,Otro,1000.0,10.0,Alto,Apartamento,Alquiler,2,2,100.0,Grande,,,,CLAUDIA ELIZABETH COLINA CACIQUE,18 set. 2022 - Publicado por CLAUDIA ELIZABETH COLINA CACIQUE,https://www.properati.com.pe/detalle/14032-32-1748-7d12aa7efc6e-dc11783f-b600-4bdd
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ",Miraflores,Centro,1300.0,8.125,Alto,Apartamento,Alquiler,3,3,160.0,Grande,,,S/.720,Fiorella Saldarriaga,27 ene. 2023 - Publicado por Fiorella Saldarriaga,https://www.properati.com.pe/detalle/14032-32-7e79-5650437ac62d-b0554d91-9218-4d23
Apartamento en alquiler en Urb Confraternidad,"Urb Confraternidad, Provincia de Lima, Provincia de Lima ",Provincia de Lima,Otro,600.0,14.285714285714286,Moderado,Apartamento,Alquiler,1,1,42.0,Pequeño,16.0,2010,S/.180,REMAX FENIX,8 nov. 2022 - Publicado por REMAX FENIX,https://www.properati.com.pe/detalle/14032-32-f264-281a655c73f9-e87fc94a-a125-42c5
Casa en alquiler en Provincia de Lima,"Provincia de Lima, Provincia de Lima ",Provincia de Lima,Otro,1300.0,11.403508771929825,Alto,Casa,Alquiler,3,4,114.0,Grande,49.0,1977,S/.70,RE/MAX Gestión Inmobiliaria,8 nov. 2022 - Publicado por RE/MAX Gestión Inmobiliaria,https://www.properati.com.pe/detalle/14032-32-6ca9-cb3dbfab8cbf-43532ceb-c000-45ba
Apartamento en alquiler en Fundo Conde San Isidro,"Fundo Conde San Isidro, Provincia de Lima, Provincia de Lima ",Provincia de Lima,Otro,2000.0,10.0,Lujo,Apartamento,Alquiler,3,2,200.0,Muy Grande,26.0,2000,S/.654,Verónica Arosemena,23 ago. 2022 - Publicado por Verónica Arosemena,https://www.properati.com.pe/detalle/14032-32-243a-555b226273cd-94cc6629-8531-4e6a
Apartamento en alquiler en Ur. Chacarilla Del Estanque,"Ur. Chacarilla Del Estanque, Santiago de Surco, Lima, Lima ",Santiago de Surco,Este,1650.0,1650.0,Alto,Apartamento,Alquiler,3,3,1.0,Pequeño,,200 m²,,Esther Delgado,7 dic. 2022 - Publicado por Esther Delgado,https://www.properati.com.pe/detalle/14032-32-b32d-82d150d335c2-9883c0d8-998e-3756
Apartamento en alquiler en Ur. Lobaton,"Ur. Lobaton, San Isidro, Lima, Lima ",San Isidro,Centro,1800.0,4.522613065326633,Alto,Apartamento,Alquiler,3,3,398.0,Muy Grande,34.0,1992,S/.650,Pilar Zunjic,29 dic. 2022 - Publicado por Pilar Zunjic,https://www.properati.com.pe/detalle/14032-32-81cf-c82dc4d2510-e96a3716-a9e6-4667
Casa de playa en alquiler en Asia,"Asia, Cañete, Lima ",Cañete,Otro,5000.0,5000.0,Lujo,Casa de playa,Alquiler,5,5,1.0,Pequeño,16.0,2010,,RE/MAX PERÚ,23 nov. 2022 - Publicado por RE/MAX PERÚ,https://www.properati.com.pe/detalle/14032-32-870b-478d3c31cefa-a05eda1c-86a1-4978
Apartamento en alquiler en Ur. Las Lagunas De La Molina Etapa Iii,"Ur. Las Lagunas De La Molina Etapa Iii, La Molina, Lima, Lima ",La Molina,Este,750.0,7.894736842105263,Moderado,Apartamento,Alquiler,3,2,95.0,Mediano,15.0,2011,S/.325,Midori Kishimoto,24 ene. 2023 - Publicado por Midori Kishimoto,https://www.properati.com.pe/detalle/14032-32-be99-248da778eb4d-d6d5373f-8020-4c01
Apartamento en alquiler en Ur. Confraternidad,"Ur. Confraternidad, Barranco, Lima, Lima ",Barranco,Sur,700.0,13.20754716981132,Moderado,Apartamento,Alquiler,2,2,53.0,Mediano,10.0,2016,S/.290,EMILIA ROSARIO COURREJOLLES REAÑO,20 dic. 2022 - Publicado por EMILIA ROSARIO COURREJOLLES REAÑO,https://www.properati.com.pe/detalle/14032-32-a811-1c129b81b993-dd6aac9f-a827-47e0
Apartamento en alquiler en Provincia de Lima,"Provincia de Lima, Provincia de Lima ",Provincia de Lima,Otro,900.0,6.164383561643835,Moderado,Apartamento,Alquiler,3,2,146.0,Grande,36.0,1990,S/.460,Infinito Novantanove E.I.R.L,16 ago. 2022 - Publicado por Infinito Novantanove E.I.R.L,https://www.properati.com.pe/detalle/14032-32-6c54-a8dc18b17bdf-ffbbc693-9f17-48f9
Apartamento en alquiler en Fundo Conde San Isidro,"Fundo Conde San Isidro, Provincia de Lima, Provincia de Lima ",Provincia de Lima,Otro,1250.0,6.944444444444445,Alto,Apartamento,Alquiler,2,3,180.0,Grande,34.0,1992,S/.790,PATRICIA CHUQUIN ARROYO,30 oct. 2022 - Publicado por PATRICIA CHUQUIN ARROYO,https://www.properati.com.pe/detalle/14032-32-fad7-676124854889-f0f53906-8cdd-4ea9
Casa en alquiler en Surco,"Surco, Santiago De Surco, Lima, Lima ",Santiago De Surco,Este,1500.0,4.838709677419355,Alto,Casa,Alquiler,4,4,310.0,Muy Grande,,,,Begoña Pedraza Corretaje,18 may. 2022 - Publicado por Begoña Pedraza Corretaje,https://www.properati.com.pe/detalle/14032-32-939b-30d09cc2095b-cc755c94-b97f-3b80
Casa en alquiler en Ur. La Encantada,"Ur. La Encantada, Chorrillos, Lima, Lima ",Chorrillos,Sur,4000.0,6.0698027314112295,Lujo,Casa,Alquiler,5,7,659.0,Muy Grande,,,,Century 21 Central,22 ene. 2023 - Publicado por Century 21 Central,https://www.properati.com.pe/detalle/14032-32-f4ca-dc4f85d5c1fd-7d94464-8d76-3e30
Casa de playa en alquiler en Cerro Azul,"Cerro Azul, Cañete, Lima ",Cañete,Otro,1000.0,500.0,Alto,Casa de playa,Alquiler,4,3,2.0,Pequeño,16.0,2010,S/.300,joresco real estate,11 dic. 2022 - Publicado por joresco real estate,https://www.properati.com.pe/detalle/14032-32-797c-c1b12f4c3cde-699e5670-9e5c-120d
Apartamento en alquiler en Jardín,"Jardín, San Eugenio, Provincia de Lima, Provincia de Lima ",San Eugenio,Otro,1000.0,7.142857142857143,Alto,Apartamento,Alquiler,3,2,140.0,Grande,,,S/.350,Infinito Novantanove E.I.R.L,31 ago. 2022 - Publicado por Infinito Novantanove E.I.R.L,https://www.properati.com.pe/detalle/14032-32-c088-2d80df17293-b2260f25-95bd-4f35
Apartamento en alquiler en Hu. Club Arabe,"Hu. Club Arabe, Santiago de Surco, Lima, Lima ",Santiago de Surco,Este,1600.0,10.666666666666666,Alto,Apartamento,Alquiler,3,2,150.0,Grande,14.0,2012,S/.650,Ccasa Inmobiliaria,27 dic. 2022 - Publicado por Ccasa Inmobiliaria,https://www.properati.com.pe/detalle/14032-32-185b-e1afbf14c631-f883f770-b93b-4a3a
Apartamento en alquiler en Surquillo,"Surquillo, Urb Cercado de Miraflores, Provincia de Lima, Provincia de Lima ",Urb Cercado de Miraflores,Otro,900.0,9.278350515463918,Moderado,Apartamento,Alquiler,1,2,97.0,Mediano,7.0,2019,S/.350,CARLA EMPERATRIZ NEIRA SILVA,6 jun. 2022 - Publicado por CARLA EMPERATRIZ NEIRA SILVA,https://www.properati.com.pe/detalle/14032-32-7aa5-4cd6320d116-96bf4bd8-9106-4df6
Apartamento en alquiler en Miraflores,"Miraflores, Arequipa, Arequipa ",Arequipa,Otro,1250.0,12.5,Alto,Apartamento,Alquiler,2,3,100.0,Grande,,,S/.300,RE/MAX POWER EXPO,15 dic. 2022 - Publicado por RE/MAX POWER EXPO,https://www.properati.com.pe/detalle/14032-32-dc7d-6bc26fe62837-2e5a1e27-b231-45a3
Apartamento en alquiler en Ur. Covima,"Ur. Covima, La Molina, Lima, Lima ",La Molina,Este,499.0,7.128571428571429,Económico,Apartamento,Alquiler,2,2,70.0,Mediano,26.0,2000,S/.50,Corretajes Inmobiliarios Matessa SAC,19 ene. 2023 - Publicado por Corretajes Inmobiliarios Matessa SAC,https://www.properati.com.pe/detalle/14032-32-e68f-3f5f6bbc9506-8669d610-a3c8-4878
Apartamento en alquiler en Ur. Valle Hermoso Oeste,"Ur. Valle Hermoso Oeste, Santiago de Surco, Lima, Lima ",Santiago de Surco,Este,2500.0,6.8119891008174385,Lujo,Apartamento,Alquiler,3,3,367.0,Muy Grande,26.0,2000,"S/.1,000",NG Inmobiliaria,12 ene. 2023 - Publicado por NG Inmobiliaria,https://www.properati.com.pe/detalle/14032-32-9cab-5054790b7a50-cee02294-9cba-488d
Apartamento en alquiler en Surquillo,"Surquillo, Urb Cercado de Miraflores, Provincia de Lima, Provincia de Lima ",Urb Cercado de Miraflores,Otro,700.0,11.666666666666666,Moderado,Apartamento,Alquiler,1,2,60.0,Mediano,13.0,2013,S/.220,Manuel Villarreal Perez,14 nov. 2021 - Publicado por Manuel Villarreal Perez,https://www.properati.com.pe/detalle/14032-32-37c9-fc023d78accc-6e0560a1-b98a-4d5b
Apartamento en alquiler en Ur. Jardin,"Ur. Jardin, San Isidro, Lima, Lima ",San Isidro,Centro,1150.0,8.455882352941176,Alto,Apartamento,Alquiler,3,3,136.0,Grande,14.0,2012,S/.500,Corretajes Inmobiliarios Matessa SAC,19 ene. 2023 - Publicado por Corretajes Inmobiliarios Matessa SAC,https://www.properati.com.pe/detalle/14032-32-6a4a-db1692748e5c-e2b8cd10-865f-4166
Apartamento en alquiler en Fundo Conde San Isidro,"Fundo Conde San Isidro, Provincia de Lima, Provincia de Lima ",Provincia de Lima,Otro,700.0,14.583333333333334,Moderado,Apartamento,Alquiler,1,1,48.0,Pequeño,4.0,2022,,RE/MAX PERÚ,24 set. 2022 - Publicado por RE/MAX PERÚ,https://www.properati.com.pe/detalle/14032-32-e7f6-2c3e2e5a1b39-d59c0f41-bded-4a9e
Apartamento en alquiler en Ur. Jardin,"Ur. Jardin, San Isidro, Lima, Lima ",San Isidro,Centro,1150.0,8.455882352941176,Alto,Apartamento,Alquiler,3,3,136.0,Grande,14.0,2012,S/.500,Corretajes Inmobiliarios Matessa SAC,15 nov. 2022 - Publicado por Corretajes Inmobiliarios Matessa SAC,https://www.properati.com.pe/detalle/14032-32-f882-5a9e2053539c-6d4c4fca-8f1c-458a
Apartamento en alquiler en Santiago de Surco,"Santiago de Surco, Lima, Lima ",Lima,Otro,750.0,8.333333333333334,Moderado,Apartamento,Alquiler,3,2,90.0,Mediano,21.0,2005,S/.350,Corretajes Inmobiliarios Matessa SAC,19 ene. 2023 - Publicado por Corretajes Inmobiliarios Matessa SAC,https://www.properati.com.pe/detalle/14032-32-f64-442a5f375c03-ef20059b-939e-437c
Apartamento en alquiler en Provincia de Lima,"Provincia de Lima, Provincia de Lima ",Provincia de Lima,Otro,850.0,5.666666666666667,Moderado,Apartamento,Alquiler,2,3,150.0,Grande,,,S/.540,AP ASOCIADOS  INMOBILIARIA,11 nov. 2021 - Publicado por AP ASOCIADOS  INMOBILIARIA,https://www.properati.com.pe/detalle/14032-32-7152-dd0ef55c0c1d-b237e4f7-92d3-46d3
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ",Miraflores,Centro,900.0,9.0,Moderado,Apartamento,Alquiler,2,3,100.0,Grande,59.0,1967,S/.120,AP ASOCIADOS  INMOBILIARIA,18 ene. 2023 - Publicado por AP ASOCIADOS  INMOBILIARIA,https://www.properati.com.pe/detalle/14032-32-8133-7676e76761a2-7f4f3cb8-bf42-49e9
Apartamento en alquiler en Provincia de Lima,"Provincia de Lima, Provincia de Lima ",Provincia de Lima,Otro,520.0,10.4,Moderado,Apartamento,Alquiler,1,1,50.0,Mediano,46.0,1980,S/.100,Agentes Asociados,13 set. 2021 - Publicado por Agentes Asociados,https://www.properati.com.pe/detalle/14032-32-5923-31175a594e6f-a26fcd2b-a7bd-4ecb
Apartamento en alquiler en Ur. Corpac,"Ur. Corpac, San Isidro, Lima, Lima ",San Isidro,Centro,3500.0,23.972602739726028,Lujo,Apartamento,Alquiler,8,4,146.0,Grande,34.0,1992,,RE/MAX Gestión Inmobiliaria,5 dic. 2022 - Publicado por RE/MAX Gestión Inmobiliaria,https://www.properati.com.pe/detalle/14032-32-6565-fdce91d00398-39cc62c1-b42a-4cbb
Oficina en alquiler en Progreso,"Progreso, Urb Cercado de Miraflores, Provincia de Lima, Provincia de Lima ",Urb Cercado de Miraflores,Otro,500.0,13.157894736842104,Moderado,Oficina,Alquiler,1,1,38.0,Pequeño,23.0,2003,,ONA Soluciones Inmobiliarias,21 oct. 2022 - Publicado por ONA Soluciones Inmobiliarias,https://www.properati.com.pe/detalle/14032-32-30a6-8ba40beef3a8-a6ceeaf2-9e99-307a
Apartamento en alquiler en Miraflores,"Miraflores, Arequipa, Arequipa ",Arequipa,Otro,2000.0,9.66183574879227,Lujo,Apartamento,Alquiler,3,2,207.0,Muy Grande,46.0,1980,S/.790,NG Inmobiliaria,12 ene. 2023 - Publicado por NG Inmobiliaria,https://www.properati.com.pe/detalle/14032-32-f089-734598d40780-44cac91c-9a73-4b60
Apartamento en alquiler en Santa Cruz,"Santa Cruz, Urb Jose Balta, Provincia de Lima, Provincia de Lima ",Urb Jose Balta,Otro,1200.0,7.741935483870968,Alto,Apartamento,Alquiler,3,2,155.0,Grande,13.0,2013,S/.400,Esther Delgado,29 ago. 2022 - Publicado por Esther Delgado,https://www.properati.com.pe/detalle/14032-32-4908-a3e2d3668f7-bc669089-9d53-356b
Apartamento en alquiler en Ur. Chacarilla Del Estanque,"Ur. Chacarilla Del Estanque, San Borja, Lima, Lima ",San Borja,Otro,2800.0,7.310704960835509,Lujo,Apartamento,Alquiler,3,4,383.0,Muy Grande,16.0,2010,"S/.1,200",NG Inmobiliaria,12 ene. 2023 - Publicado por NG Inmobiliaria,https://www.properati.com.pe/detalle/14032-32-2ddc-2d8fbfc13b92-412dab8b-b7ef-479b
Apartamento en alquiler en Chacarilla-Santa Cruz,"Chacarilla-Santa Cruz, Urb Cercado de Miraflores, Provincia de Lima, Provincia de Lima ",Urb Cercado de Miraflores,Otro,1300.0,8.280254777070065,Alto,Apartamento,Alquiler,3,3,157.0,Grande,13.0,2013,,Asesor Inmobiliario y Consultores Asociados EIRL,25 oct. 2022 - Publicado por Asesor Inmobiliario y Consultores Asociados EIRL,https://www.properati.com.pe/detalle/14032-32-f808-dd1139175a95-141c8ada-b5bc-35c7
Apartamento en alquiler en Ur. Santa Cruz,"Ur. Santa Cruz, Miraflores, Lima, Lima ",Miraflores,Centro,1600.0,12.307692307692308,Alto,Apartamento,Alquiler,3,3,130.0,Grande,11.0,2015,S/.500,RE/MAX POWER EXPO,6 dic. 2022 - Publicado por RE/MAX POWER EXPO,https://www.properati.com.pe/detalle/14032-32-3909-14cb2fbfe009-14e63763-8877-4050
Apartamento en alquiler en Ur. Jacaranda,"Ur. Jacaranda, San Borja, Lima, Lima ",San Borja,Otro,800.0,8.88888888888889,Moderado,Apartamento,Alquiler,2,2,90.0,Mediano,14.0,2012,S/.120,AUGUSTO GREGORIO NOVOA CHAVEZ,17 ene. 2023 - Publicado por AUGUSTO GREGORIO NOVOA CHAVEZ,https://www.properati.com.pe/detalle/14032-32-7d78-e5d79af79987-f2930fb7-9ab3-4d3b
Casa en alquiler en Sol De La Molina 2 Etapa,"Sol De La Molina 2 Etapa, Provincia de Lima, Provincia de Lima ",Provincia de Lima,Otro,2000.0,6.5359477124183005,Lujo,Casa,Alquiler,3,2,306.0,Muy Grande,12.0,2014,S/.700,Lucy Mier y Teran,5 jul. 2022 - Publicado por Lucy Mier y Teran,https://www.properati.com.pe/detalle/14032-32-fbaa-69602d3128df-c23fdab-a379-4611
Apartamento en alquiler en Ur. Armendariz,"Ur. Armendariz, Miraflores, Lima, Lima ",Miraflores,Centro,1999.0,8.691304347826087,Alto,Apartamento,Alquiler,4,3,230.0,Muy Grande,29.0,1997,S/.700,PERU LUXURY PROPERTIES,15 ene. 2023 - Publicado por PERU LUXURY PROPERTIES,https://www.properati.com.pe/detalle/14032-32-6fdb-254b93d8d400-5d1422f-88f7-470b
Apartamento en alquiler en Cerros de Camacho,"Cerros de Camacho, Provincia de Lima, Provincia de Lima ",Provincia de Lima,Otro,1800.0,8.372093023255815,Alto,Apartamento,Alquiler,3,4,215.0,Muy Grande,21.0,2005,S/.960,Luis Cano-Alva Vidal,16 may. 2022 - Publicado por Luis Cano-Alva Vidal,https://www.properati.com.pe/detalle/14032-32-d544-8d9be08415b1-91e1dc60-97f1-120c
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ",Miraflores,Centro,4999.0,29.405882352941177,Lujo,Apartamento,Alquiler,3,3,170.0,Grande,12.0,2014,S/.200,PERU LUXURY PROPERTIES,14 ene. 2023 - Publicado por PERU LUXURY PROPERTIES,https://www.properati.com.pe/detalle/14032-32-6c19-8ea83ce5a6ab-aba10068-8153-4f45
Apartamento en alquiler en Ur. San Gabriel,"Ur. San Gabriel, San Isidro, Lima, Lima ",San Isidro,Centro,9999.0,15.383076923076922,Lujo,Apartamento,Alquiler,4,4,650.0,Muy Grande,4.0,2022,"S/.1,500",PERU LUXURY PROPERTIES,14 ene. 2023 - Publicado por PERU LUXURY PROPERTIES,https://www.properati.com.pe/detalle/14032-32-fdf0-d272ae4c8636-6a6db7c8-b377-41d1
Apartamento en alquiler en Ur. Santa Cruz,"Ur. Santa Cruz, Miraflores, Lima, Lima ",Miraflores,Centro,6500.0,13.0,Lujo,Apartamento,Alquiler,5,5,500.0,Muy Grande,11.0,2015,"S/.1,300",PERU LUXURY PROPERTIES,14 ene. 2023 - Publicado por PERU LUXURY PROPERTIES,https://www.properati.com.pe/detalle/14032-32-8f28-24c41263cce6-9ea03c1f-944b-4764
Apartamento en alquiler en Ur. Leuro,"Ur. Leuro, Miraflores, Lima, Lima ",Miraflores,Centro,750.0,15.625,Moderado,Apartamento,Alquiler,1,1,48.0,Pequeño,,,S/.210,PERU LUXURY PROPERTIES,14 ene. 2023 - Publicado por PERU LUXURY PROPERTIES,https://www.properati.com.pe/detalle/14032-32-3c7d-11ede081c755-6729cdac-b046-49b3
Apartamento en alquiler en Ur. America,"Ur. America, San Isidro, Lima, Lima ",San Isidro,Centro,570.0,9.5,Moderado,Apartamento,Alquiler,1,1,60.0,Mediano,43.0,1983,,RE/MAX Magnus,13 ene. 2023 - Publicado por RE/MAX Magnus,https://www.properati.com.pe/detalle/14032-32-901d-7fa2ba72ef70-6dd83432-b4bd-4ce5
Apartamento en alquiler en Ur. Las Magnolias,"Ur. Las Magnolias, San Borja, Lima, Lima ",San Borja,Otro,990.0,4.5,Moderado,Apartamento,Alquiler,3,4,220.0,Muy Grande,22.0,2004,S/.200,DCITY Inmobiliaria   -  Denisse Soto & Asociados,29 nov. 2022 - Publicado por DCITY Inmobiliaria   -  Denisse Soto & Asociados,https://www.properati.com.pe/detalle/14032-32-3be5-dc7126f4147b-2abb4f27-b4dc-40bb
Apartamento en alquiler en Provincia de Lima,"Provincia de Lima, Provincia de Lima ",Provincia de Lima,Otro,750.0,6.818181818181818,Moderado,Apartamento,Alquiler,2,1,110.0,Grande,,,,RE/MAX POWER EXPO,3 set. 2022 - Publicado por RE/MAX POWER EXPO,https://www.properati.com.pe/detalle/14032-32-9eb1-152591c74bad-70851b14-88c1-4482
Apartamento en alquiler en Ur. Punta Hermosa Sur,"Ur. Punta Hermosa Sur, Punta Hermosa, Lima, Lima ",Punta Hermosa,Sur,10000.0,28.571428571428573,Lujo,Apartamento,Alquiler,5,5,350.0,Muy Grande,6.0,2020,"S/.1,000",PERU LUXURY PROPERTIES,14 ene. 2023 - Publicado por PERU LUXURY PROPERTIES,https://www.properati.com.pe/detalle/14032-32-55da-346ff8ea3606-b40c96db-bb15-4c1e
Apartamento en alquiler en San Bartolo,"San Bartolo, Lima, Lima ",Lima,Otro,1800.0,20.454545454545453,Alto,Apartamento,Alquiler,3,3,88.0,Mediano,8.0,2018,S/.400,RE/MAX Excellence,15 nov. 2022 - Publicado por RE/MAX Excellence,https://www.properati.com.pe/detalle/14032-32-5d81-1deb18ad2b3a-69b429a5-9e2b-4e95
Apartamento en alquiler en Ur. Santa Cruz,"Ur. Santa Cruz, Miraflores, Lima, Lima ",Miraflores,Centro,1700.0,9.883720930232558,Alto,Apartamento,Alquiler,2,2,172.0,Grande,7.0,2019,,setagroup.pe,9 ene. 2023 - Publicado por setagroup.pe,https://www.properati.com.pe/detalle/14032-32-b4e2-68f325837e5c-cffee4a9-a983-37c6
Casa en alquiler en Ur. Punta Hermosa Sur,"Ur. Punta Hermosa Sur, Punta Hermosa, Lima, Lima ",Punta Hermosa,Sur,7000.0,26.61596958174905,Lujo,Casa,Alquiler,4,4,263.0,Muy Grande,,,,Century 21 Ambassador,20 dic. 2022 - Publicado por Century 21 Ambassador,https://www.properati.com.pe/detalle/14032-32-3488-30d3dcd17b8a-5d075364-871d-3520
Apartamento en alquiler en Ur. Armendariz,"Ur. Armendariz, Miraflores, Lima, Lima ",Miraflores,Centro,1050.0,11.666666666666666,Alto,Apartamento,Alquiler,1,15,90.0,Mediano,10.0,2016,,setagroup.pe,11 ene. 2023 - Publicado por setagroup.pe,https://www.properati.com.pe/detalle/14032-32-6f28-9553055e6f47-c0da0a63-a28b-318a
Apartamento en alquiler en Valle Hermoso Oeste,"Valle Hermoso Oeste, Provincia de Lima, Provincia de Lima ",Provincia de Lima,Otro,2584.0,6.037383177570093,Lujo,Apartamento,Alquiler,4,4,428.0,Muy Grande,16.0,2010,,Remax Visión Miraflores Lima,21 set. 2022 - Publicado por Remax Visión Miraflores Lima,https://www.properati.com.pe/detalle/14032-32-a42d-8b6adbb06021-c7b5f21e-9ff8-419f
Apartamento en alquiler en Ur. Santa Cruz,"Ur. Santa Cruz, Miraflores, Lima, Lima ",Miraflores,Centro,1350.0,12.857142857142858,Alto,Apartamento,Alquiler,2,2,105.0,Grande,5.0,2021,S/.200,NG Inmobiliaria,12 ene. 2023 - Publicado por NG Inmobiliaria,https://www.properati.com.pe/detalle/14032-32-99d1-536917d3ed6a-1c366c76-81c9-4917
Apartamento en alquiler en San Miguel de Miraflores,"San Miguel de Miraflores, Urb Cercado de Miraflores, Provincia de Lima, Provincia de Lima ",Urb Cercado de Miraflores,Otro,780.0,9.069767441860465,Moderado,Apartamento,Alquiler,2,1,86.0,Mediano,,,S/.58,Elizabeth Vivanco,3 jun. 2022 - Publicado por Elizabeth Vivanco,https://www.properati.com.pe/detalle/14032-32-c641-ad77ee4cc5f9-4ffb54f0-bbde-5010
Apartamento en alquiler en Ur. Armendariz,"Ur. Armendariz, Miraflores, Lima, Lima ",Miraflores,Centro,950.0,9.5,Moderado,Apartamento,Alquiler,2,3,100.0,Grande,12.0,2014,S/.300,Tu Nuevo Hogar Inmobiliaria,27 dic. 2022 - Publicado por Tu Nuevo Hogar Inmobiliaria,https://www.properati.com.pe/detalle/14032-32-92f9-ffe5a462261b-a479d461-850b-4962
Apartamento en alquiler en Ur. Las Gardenias,"Ur. Las Gardenias, Santiago de Surco, Lima, Lima ",Santiago de Surco,Este,950.0,14.17910447761194,Moderado,Apartamento,Alquiler,1,1,67.0,Mediano,4.0,2022,,Asesoria Inmobiliaria Alkon,12 ene. 2023 - Publicado por Asesoria Inmobiliaria Alkon,https://www.properati.com.pe/detalle/14032-32-b654-f966d258bcc-e07aa39d-b29f-46f8
